序号,认定点代码,题型代码,题号,试题（题干）。,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,,,
1780,B-E-A-013,B（单选题）,,起飞着陆系统出现起落架无法放下故障，可能的原因不应该是（ ）。,液压系统故障,电气控制故障,机械卡滞,机翼受损,,,D,3（中）,5（好）,,,
1781,B-E-A-013,B（单选题）,,通过对比起飞着陆系统正常与故障状态下的动作参数来诊断故障，属于（ ）。,对比分析法,故障树分析法,逻辑推理法,经验判断法,,,A,3（中）,5（好）,,,
1782,B-E-A-013,B（单选题）,,在起飞着陆系统故障分析中，利用故障树分析法的关键目的是（ ）。,找出故障的根本原因及可能的故障路径,确定维修费用,选择维修人员,评估系统剩余寿命,,,A,3（中）,5（好）,,,
1783,B-E-A-013,G（多选题）,,起飞着陆系统故障的分析诊断方法包含（ ）。,经验判断法,仪器检测分析法,统计分析法,网络信号分析法（与起飞着陆系统故障诊断无关）,模拟分析法,,ABCE,3（中）,5（好）,,,
1784,B-E-A-013,G（多选题）,,起飞着陆系统故障分析诊断时，收集故障信息的途径有（ ）。,飞行记录,地勤人员反馈,设备检测数据,设备外观,天气状况,,ABC,3（中）,5（好）,,,
1785,B-E-A-013,C（判断题）,,起飞着陆系统故障分析诊断时，一次检测就能确定故障原因。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1786,B-E-A-013,C（判断题）,,分析起飞着陆系统故障时，不需要考虑飞机的使用年限。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1787,B-E-A-014,B（单选题）,,起飞着陆系统刹车盘磨损严重，通常的维修方法是（ ）。,更换刹车盘,修复刹车盘表面,调整刹车压力,添加刹车油,,,A,3（中）,5（好）,,,
1788,B-E-A-014,B（单选题）,,起飞着陆系统起落架液压管路泄漏，维修时首先要做的是（ ）。,找到泄漏点并修复或更换管路,补充液压油,检查液压泵,测试液压系统压力,,,A,3（中）,5（好）,,,
1789,B-E-A-014,B（单选题）,,维修起飞着陆系统后，进行地面滑行测试的主要目的是（ ）。,验证起飞着陆系统性能是否恢复正常,检查飞机外观,测试飞机速度,确定飞机重量,,,A,3（中）,5（好）,,,
1790,B-E-A-014,G（多选题）,,起飞着陆系统故障的维修方法包括（ ）。,机械维修,液压系统维修,电气系统维修,软件程序升级（不属于常规起飞着陆系统维修）,设备更换,,ABCE,3（中）,5（好）,,,
1791,B-E-A-014,G（多选题）,,保证起飞着陆系统故障维修质量的要点有（ ）。,使用符合标准的维修配件,遵循维修工艺规范,做好维修后的测试,随意选择维修工具,忽略维修记录,,ABC,3（中）,5（好）,,,
1792,B-E-A-014,C（判断题）,,起飞着陆系统故障维修时，可以使用自制的非标准配件。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1793,B-E-A-014,C（判断题）,,维修起飞着陆系统后，无需进行全面测试，只要能完成一次起降就行。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1794,B-E-A-015,B（单选题）,,动力系统发动机活塞损坏，维修时应（ ）。,直接更换新的活塞,检查并修复相关部件，如气缸壁和连杆,对损坏的活塞进行修复,以上所有选项,,,D,3（中）,5（好）,,,
1795,B-E-A-015,B（单选题）,,动力系统传动链条磨损，通常的维修措施是（ ）。,更换链条,修复磨损部位,调整链条张紧度,添加润滑油,,,A,3（中）,5（好）,,,
1796,B-E-A-015,B（单选题）,,维修动力系统故障零部件后，进行性能测试的关键指标是（ ）。,零部件的可靠性和耐久性,零部件的外观,零部件的重量,零部件的颜色,,,A,3（中）,5（好）,,,
1797,B-E-A-015,G（多选题）,,动力系统故障零部件的维修方法有（ ）。,修复,更换,翻新,调整,优化,,ABCD,3（中）,5（好）,,,
1798,B-E-A-015,G（多选题）,,保障动力系统故障零部件维修效果的要点有（ ）。,选择合适的维修工艺,使用专业的维修工具,做好维修后的质量检测,随意维修,忽略维修记录,,ABC,3（中）,5（好）,,,
1799,B-E-A-015,C（判断题）,,动力系统故障零部件维修时，可使用不同规格的替代零部件。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1800,B-E-A-015,C（判断题）,,维修动力系统故障零部件后，不需要进行磨合测试。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1801,B-E-A-016,B（单选题）,,飞控系统电路板上某电阻损坏，维修时应（ ）。,更换同阻值电阻,修复电阻,调整电阻参数,忽略电阻,,,A,3（中）,5（好）,,,
1802,B-E-A-016,B（单选题）,,飞控系统电机电刷磨损，通常的维修方式是（ ）。,更换电刷,修复电刷,调整电机转速,添加润滑油,,,A,3（中）,5（好）,,,
1803,B-E-A-016,B（单选题）,,维修飞控系统故障零部件后，进行功能测试的重点是（ ）。,验证零部件是否恢复正常功能,检查零部件外观,测试零部件重量,确定零部件价格,,,A,3（中）,5（好）,,,
1804,B-E-A-016,G（多选题）,,飞控系统故障零部件的维修方法包括（ ）。,焊接修复,零件替换,参数校准,整体更换组件,表面处理,,ABC,3（中）,5（好）,,,
1805,B-E-A-016,G（多选题）,,保证飞控系统故障零部件维修质量的要点有（ ）。,使用优质的维修材料,遵循严格的维修流程,做好维修后的性能检测,随意维修,忽略维修记录,,ABC,3（中）,5（好）,,,
1806,B-E-A-016,C（判断题）,,飞控系统故障零部件维修时，可自行改变零部件的安装位置。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1807,B-E-A-016,C（判断题）,,维修飞控系统故障零部件后，不需要进行兼容性测试。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1808,B-E-A-017,B（单选题）,,通信导航系统天线振子损坏，维修时应（ ）。,更换振子,修复振子,调整天线角度,增加天线增益,,,A,3（中）,5（好）,,,
1809,B-E-A-017,B（单选题）,,通信导航系统滤波器故障，通常的维修措施是（ ）。,更换滤波器,修复滤波器,调整滤波参数,忽略滤波器,,,A,3（中）,5（好）,,,
1810,B-E-A-017,B（单选题）,,维修通信导航系统故障零部件后，进行信号测试的关键目的是（ ）。,验证零部件对信号的处理能力是否恢复正常,检查零部件外观,测试零部件功耗,确定零部件尺寸,,,A,1（易）,4（较好）,,,
1811,B-E-A-017,G（多选题）,,通信导航系统故障零部件的维修方法有（ ）。,零部件更换,电路修复,软件更新,系统优化,外观清洁,,ABC,3（中）,5（好）,,,
1812,B-E-A-017,G（多选题）,,保障通信导航系统故障零部件维修效果的要点有（ ）。,使用合格的维修配件,采用正确的维修技术,做好维修后的信号检测,随意维修,忽略维修记录,,ABC,3（中）,5（好）,,,
1813,B-E-A-017,C（判断题）,,通信导航系统故障零部件维修时，可使用不同型号的替代零部件。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1814,B-E-A-017,C（判断题）,,维修通信导航系统故障零部件后，不需要进行环境适应性测试。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1815,B-E-A-018,B（单选题）,,起飞着陆系统起落架缓冲器故障，维修时应（ ）。,更换缓冲器,修复缓冲器内部结构,调整缓冲器压力,添加缓冲介质,,,A,3（中）,5（好）,,,
1816,B-E-A-018,B（单选题）,,起飞着陆系统刹车皮磨损，通常的维修方式是（ ）。,更换刹车皮,修复刹车皮表面,调整刹车间隙,添加刹车油,,,A,3（中）,5（好）,,,
1817,B-E-A-018,B（单选题）,,维修起飞着陆系统故障零部件后，进行疲劳测试的主要目的是（ ）。,验证零部件在反复使用下的可靠性,检查零部件外观,测试零部件重量,确定零部件价格,,,A,3（中）,5（好）,,,
1818,B-E-A-018,G（多选题）,,起飞着陆系统故障零部件的维修方法还包括（ ）。,热处理强化,局部更换,整体翻新,功能优化,色彩调整,,ABC,3（中）,5（好）,,,
1819,B-E-A-018,G（多选题）,,保障起飞着陆系统故障零部件维修质量的要点还有（ ）。,进行维修前的全面检测,做好维修过程中的质量控制,对维修人员进行资质审查,随意选择维修工艺,忽略维修后的复查,,ABC,3（中）,5（好）,,,
1820,B-E-A-018,C（判断题）,,起飞着陆系统故障零部件维修时，可随意改变零部件的材料。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1821,B-E-A-018,C（判断题）,,维修起飞着陆系统故障零部件后，不需要进行防锈处理。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1822,B-E-B-001,B（单选题）,,零部件与整机故障检测报告单中，故障现象描述应（ ）。,详细、准确、客观,简洁概括,使用专业术语,随意表述,,,A,3（中）,5（好）,,,
1823,B-E-B-001,B（单选题）,,在编制故障检测报告单时，检测数据应（ ）。,完整记录并标注单位,只记录关键数据,四舍五入简化记录,随意记录,,,A,3（中）,5（好）,,,
1824,B-E-B-001,B（单选题）,,零部件与整机故障检测报告单的审核人职责主要是（ ）。,确保报告内容准确、完整、合规,修改报告格式,增加检测数据,决定是否重新检测,,,A,3（中）,5（好）,,,
1825,B-E-B-001,G（多选题）,,零部件与整机故障检测报告单的内容通常包含（ ）。,检测目的,检测环境,检测工具,检测人员的籍贯信息（无关内容）,改进建议,,ABCE,3（中）,5（好）,,,
1826,B-E-B-001,G（多选题）,,规范零部件与整机故障检测报告单编制的好处有（ ）。,便于故障分析与追溯,提高检测效率,保证检测质量,方便数据管理,增加检测成本,,ABCD,3（中）,5（好）,,,
1827,B-E-B-001,C（判断题）,,零部件与整机故障检测报告单可以不写检测依据。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1828,B-E-B-001,C（判断题）,,报告中的检测数据可以随意涂改。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1829,B-E-B-002,B（单选题）,,零部件与整机故障维修报告单中，维修措施部分应（ ）。,详细说明维修步骤和使用的方法,只写更换的零部件,描述维修人员,阐述维修费用,,,A,3（中）,5（好）,,,
1830,B-E-B-002,B（单选题）,,在编制故障维修报告单时，维修后的测试结果应（ ）。,准确记录并与维修前对比,简单描述,只记录合格情况,忽略不写,,,A,3（中）,5（好）,,,
1831,B-E-B-002,B（单选题）,,零部件与整机故障维修报告单的批准人主要负责（ ）。,审核维修工作的有效性和报告的准确性,修改报告内容,决定维修人员的奖惩,确定维修时间,,,A,3（中）,5（好）,,,
1832,B-E-B-002,G（多选题）,,零部件与整机故障维修报告单的内容包括（ ）。,故障描述,维修过程,维修成本,验收意见,维修人员的兴趣爱好（无关内容）,,ABCE,3（中）,5（好）,,,
1833,B-E-B-002,G（多选题）,,提高零部件与整机故障维修报告单质量的方法有（ ）。,建立标准模板,组织审核会议,随意编写内容,加强报告填写培训,频繁更换报告格式,,ABD,3（中）,5（好）,,,
1834,B-E-B-002,C（判断题）,,零部件与整机故障维修报告单可以不写维修后的注意事项。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1835,B-E-B-002,C（判断题）,,报告中的维修成本可以估算大致金额。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1836,B-F-A-001,B（单选题）,,制定无人机续航时间性能升级方案时，首先应考虑的因素是（ ）。,电池容量和效率,无人机的飞行姿态,无人机的外观设计,操作人员的技能,,,A,3（中）,5（好）,,,
1837,B-F-A-001,B（单选题）,,通过优化无人机的动力系统来提升续航时间，关键在于（ ）。,提高动力系统效率,增加动力系统重量,改变动力系统布局,更换动力系统品牌,,,A,3（中）,5（好）,,,
1838,B-F-A-001,B（单选题）,,在制定无人机续航时间性能升级方案时，进行模拟分析的主要目的是（ ）。,评估方案的可行性和效果,计算升级成本,确定升级时间,选择升级人员,,,A,3（中）,5（好）,,,
1839,B-F-A-001,G（多选题）,,无人机续航时间性能升级方案的制定方法包括（ ）。,分析现有系统性能,研究新技术应用,参考同类产品经验,随意确定方案,忽略用户需求,,ABC,3（中）,5（好）,,,
1840,B-F-A-001,G（多选题）,,制定无人机续航时间性能升级方案时，需考虑的因素有（ ）。,无人机的任务需求,飞行环境条件,成本预算,法律法规限制,无人机的颜色,,ABCD,3（中）,5（好）,,,
1841,B-F-A-001,C（判断题）,,制定无人机续航时间性能升级方案时，不需要考虑无人机的负载情况。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1842,B-F-A-001,C（判断题）,,在制定方案过程中，不需要对升级方案进行风险评估。（ ）,正确,错误,,,,,B,3（中）,5（好）,,,
1843,B-F-A-002,B（单选题）,,无人机续航时间性能升级方案实施的第一步是（ ）。,准备升级所需的设备和材料,对无人机进行拆解,进行升级操作,进行升级后测试,,,A,3（中）,5（好）,,,
1844,B-F-A-002,B（单选题）,,在升级无人机电池系统时，关键操作是（ ）。,正确安装新电池并进行调试,随意更换电池,增加电池数量,改变电池摆放位置,,,A,3（中）,5（好）,,,
1845,B-F-A-002,B（单选题）,,无人机续航时间性能升级方案实施后，进行飞行测试的重点是（ ）。,验证续航时间是否提升,检查无人机外观,测试无人机速度,确定无人机载重,,,A,3（中）,5（好）,,,
