题目ID,题目陈述,题目类型,内容分类,难度等级,分值,是否启用,选项A,选项B,选项C,选项D,选项E,选项F,正确答案,题目解析,出题人,创建时间,最后修改时间
05388,在无人机遥控设备使用过程中，（）的行为是不正确。,单选题,飞行原理,困难,2,是,定期清理设备内部灰尘和污垢,避免在高温或低温环境下长时间存放设备,使用湿布擦拭设备表面,不定期检查设备连接线是否损坏,,,使用湿布擦拭设备表面,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:57
05389,无人机遥控设备在日常维保中，应（）遥控器的天线。,单选题,飞行原理,中等,2,是,天线可以随意弯折和拉扯,避免天线受到损伤和过度弯折,天线断裂后可以继续使用,遥控器不需要保养,,,避免天线受到损伤和过度弯折,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:57
05390,无人机遥控设备的摇杆在日常维保中应该（）检查。,单选题,飞行原理,中等,2,是,仅检查外观,无需检查摇杆,检查摇杆灵敏度和反应速度,摇杆可以在潮湿环境下使用,,,检查摇杆灵敏度和反应速度,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05391,遥控设备应定期检查信号强度和电池状况。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05392,遥控设备无需定期校准。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05393,（）不属于无人机机体日常维保的内容。,单选题,飞行原理,中等,2,是,清洁机身,检查电池,更换发动机,测试信号强度,,,更换发动机,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05394,无人机机体的螺丝在日常维保中应该（）检查。,单选题,飞行原理,中等,2,是,仅检查紧固情况,无需检查螺丝,螺丝可以随意拧动,螺丝可以在潮湿环境下生锈,,,仅检查紧固情况,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05395,无人机维护保养的高级技巧不包括（）。,单选题,飞行原理,中等,2,是,遥控器信号优化,固件升级,飞行器姿态校准,复杂故障排查,,,固件升级,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05396,在无人机维护保养中，（）需要对无人机进行深度清洁。,单选题,飞行原理,中等,2,是,每次飞行后,每周一次,在恶劣环境飞行后,每月一次,,,在恶劣环境飞行后,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05397,无人机机体日常维保只需要清洁机身和检查电池。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05398,机体维护时可忽略防腐处理。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05399,在无人机螺旋桨的日常维保中，应该（）。,单选题,飞行原理,中等,2,是,定期检查螺旋桨是否磨损、断裂或变形,不需要检查螺旋桨是否有裂纹或损伤,只需要定期清洗螺旋桨即可,不需要定期润滑螺旋桨,,,定期检查螺旋桨是否磨损、断裂或变形,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05400,（）不是无人机螺旋桨日常维保的内容。,单选题,飞行原理,困难,2,是,检查螺旋桨的平衡性,清洗螺旋桨上的灰尘和污垢,更换损坏的螺旋桨叶片,调整螺旋桨的角度,,,调整螺旋桨的角度,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05401,无人机螺旋桨的日常维护中，（）是不正确的做法。,单选题,飞行原理,中等,2,是,每次飞行后，检查螺旋桨是否有裂纹或损伤,若发现螺旋桨有轻微损伤，可在不影响飞行安全的情况下继续使用,定期清洁螺旋桨，避免灰尘积累,飞行前确认螺旋桨是否牢固固定,,,若发现螺旋桨有轻微损伤，可在不影响飞行安全的情况下继续使用,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05402,在无人机螺旋桨的日常维保中，（）是最重要的。,单选题,飞行原理,中等,2,是,飞行前的检查,飞行后的清洁,螺旋桨的定期更换,避免非授权人员操作无人机,,,飞行前的检查,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05403,螺旋桨无需定期平衡校验。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05404,螺旋桨应定期检查是否静态平衡。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05405,无人机变焦镜头在不使用时，储存在（）的条件下。,单选题,飞行原理,中等,2,是,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,干燥阴凉环境,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05406,无人机变焦镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,单选题,飞行原理,中等,2,是,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,使用专用的镜头清洁刷轻轻刷去灰尘,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05407,不属于无人机变焦镜头日常维保内容的是（）。,单选题,飞行原理,中等,2,是,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,螺旋桨检查,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05408,无人机变焦镜头的保养中，正确的方法是（）。,单选题,飞行原理,中等,2,是,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,避免接触化学物品，使用专用清洁剂,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05409,无人机变焦镜头的日常维保中，应定期使用压缩空气清洁镜头，以去除灰尘和杂质。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05410,日常维保变焦镜头时，应定期检查镜头的变焦功能是否顺畅，无卡顿现象。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05411,不属于无人机光电吊舱维保操作的是（）。,单选题,飞行原理,中等,2,是,清理吊舱外壳,运动关节加注油脂,光学镜头拆卸检查,空速计校准,,,清理吊舱外壳,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05412,无人机光电吊舱在不使用时，储存在（）的条件下。,单选题,飞行原理,中等,2,是,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,干燥阴凉环境,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05413,无人机光电吊舱的镜片上出现灰尘或污渍时，处理的方式是（）。,单选题,飞行原理,中等,2,是,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,使用专用的镜头清洁刷轻轻刷去灰尘,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05414,无人机光电吊舱的保养中，正确的方法是（）。,单选题,飞行原理,中等,2,是,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,避免接触化学物品，使用专用清洁剂,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05415,在光电吊舱的日常维保中，应检查吊舱的固定螺丝是否松动，并及时紧固。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05416,在光电吊舱的维保中，可以使用湿布清洁吊舱的外表面。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05417,无人机五目镜头在不使用时，储存在（）的条件下。,单选题,飞行原理,中等,2,是,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,干燥阴凉环境,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05418,无人机五目镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,单选题,飞行原理,中等,2,是,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,使用专用的镜头清洁刷轻轻刷去灰尘,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05419,不属于无人机五目镜头日常维保内容的是（）。,单选题,飞行原理,中等,2,是,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,螺旋桨检查,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05420,无人机五目镜头的保养中，正确的方法是（）。,单选题,飞行原理,中等,2,是,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,避免接触化学物品，使用专用清洁剂,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05421,五目镜头在不使用时，应将其暴露在直射阳光下存放，以防止镜头发霉。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05422,五目镜头的日常维保中，应避免使用任何有机溶剂，以免损坏镜头的镀膜。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05423,（）的情况下需要对无人机通讯设备进行维护。,单选题,飞行原理,中等,2,是,飞行距离超过50公里,已经使用了1年,已经使用了3个月,当电池电量低于20%时,,,已经使用了3个月,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05424,（）不是无人机通讯设备的常见故障。,单选题,飞行原理,中等,2,是,信号不稳定,设备无法开机,通讯延迟,通讯速度过快,,,通讯速度过快,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05425,无人机通讯设备的发射功率在日常维保中应该（）检查。,单选题,飞行原理,中等,2,是,无需检查，只需确保能够通讯即可,使用专业设备定期检测,发射功率越高越好,发射功率越低越好,,,使用专业设备定期检测,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05426,无人机通讯设备的接收机在日常维保中应该（）保养。,单选题,飞行原理,中等,2,是,接收机无需保养,接收机可以在潮湿环境下使用,定期,接收机可以在强磁场附近放置,,,定期,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05427,通讯设备应定期检查天线和连接线路。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05428,通讯设备无需定期测试信号质量。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:58
05429,无人机红外镜头在不使用时，储存在（）的条件下。,单选题,飞行原理,中等,2,是,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,干燥阴凉环境,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05430,无人机红外镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,单选题,飞行原理,中等,2,是,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,使用专用的镜头清洁刷轻轻刷去灰尘,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05431,不属于无人机红外镜头日常维保内容的是（）。,单选题,飞行原理,中等,2,是,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,螺旋桨检查,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05432,无人机红外热像仪的保养中，正确的方法是（）。,单选题,飞行原理,中等,2,是,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,避免接触化学物品，使用专用清洁剂,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05433,红外镜头在不使用时应存放在湿度较高的环境中，以防止镜头发霉。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05434,红外镜头的日常维保不包括对镜头进行定期的校准和对焦。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05435,（）不是无人机激光雷达日常维保的内容。,单选题,飞行原理,中等,2,是,清洁外壳,清洁镜片,检查线和连接器,使用激光雷达测距,,,使用激光雷达测距,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05436,无人机激光雷达的存放条件错误的是（）。,单选题,飞行原理,中等,2,是,避光无尘环境,阴凉干燥环境,阴凉潮湿环境,无毒无腐蚀环境,,,阴凉潮湿环境,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05437,无人机激光雷达的日常清洁保养错误的是（）。,单选题,飞行原理,中等,2,是,定期使用软毛刷清理电气接口灰尘,激光探测窗口灰尘使用压缩空气或软毛刷清理,探测窗口污点使用酒精或专用清洁剂配合镜头清洁布擦拭,作业后立即用随身衣物哈气清洁,,,作业后立即用随身衣物哈气清洁,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
05438,不同情境下无人机激光雷达日常维保方法错误的是（）。,单选题,飞行原理,中等,2,是,检查存放箱体时箱体放有干燥剂即可,航空运输后激光雷达在恒温干燥环境静置12~24小时后使用,在湿度高的外场环境作业后激光雷达在恒温干燥环境静置12~24小时后存放,在转场运输时激光雷达从无人机上拆下置于三防箱内运输,,,检查存放箱体时箱体放有干燥剂即可,,超级管理员,2025-09-18 15:55:32,2025-09-18 15:55:59
