,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,B-C-A-013,B（单选题）,,无人机电子调速器在维护过程中，应（）处理电调上的灰尘和污垢。,使用高压水枪清洗以确保彻底清洁,定期使用干燥、柔软的布料轻轻擦拭,只有在电调出现故障时才进行清洁, 每次飞行后都拆解ESC进行深度清洁,,,B,3（中）,5（好）
,B-C-A-013,B（单选题）,,当检查电子调速器的散热情况时，以下（）是最需要注意的。,确认散热片的颜色是否均匀一致,检查散热片是否有灰尘积累并清理,测量ESC外壳的温度是否低于室温,增加额外风扇来强制冷却ESC,,,B,3（中）,5（好）
,B-C-A-013,C（判断题）,,无人机电子调速器的日常维保主要是为了保证电调的正常运行和延长其使用寿命。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-013,C（判断题）,,电子调速器应该不用远离潮湿环境。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-014,B（单选题）,,无人机的飞控系统在每次飞行前应检查（）。,仅检查电池电量,仅检查固件版本,仅检查连接线,检查电池电量、固件版本、连接线和其他相关设置,,,D,3（中）,5（好）
,B-C-A-014,B（单选题）,,无人机的遥控器在日常维保中应该（）。,定期更换电池,仅在遥控器失灵时更换电池,遥控器无需保养,遥控器可以暴露在雨水中,,,A,2（易）,5（好）
,B-C-A-014,B（单选题）,,人机飞行控制系统中的IMU（惯性测量单元）在日常维保中（）。,定期校准,无需校准,只在校准失败时才校准,IMU无法自行校准，只能更换新的,,,A,2（易）,5（好）
,B-C-A-014,B（单选题）,,在日常维保中，清洁无人机飞行控制系统的传感器的方法是（）。,使用湿布擦拭,使用干布擦拭,使用酒精棉球擦拭,不需要清洁传感器,,,C,3（中）,5（好）
,B-C-A-014,C（判断题）,,飞控系统应定期更新软件和固件。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-014,C（判断题）,,飞控硬件需定期检查。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-015,B（单选题）,,在正常情况下，无人机遥控设备的电池每更换一次的间隔是（）。,每个月,每半年,每年,随机更换,,,B,3（中）,5（好）
,B-C-A-015,B（单选题）,,在无人机遥控设备使用过程中，（）的行为是不正确。,定期清理设备内部灰尘和污垢,避免在高温或低温环境下长时间存放设备,使用湿布擦拭设备表面,不定期检查设备连接线是否损坏,,,C,4（较难）,5（好）
,B-C-A-015,B（单选题）,,无人机遥控设备在日常维保中，应（）遥控器的天线。,天线可以随意弯折和拉扯,避免天线受到损伤和过度弯折,天线断裂后可以继续使用,遥控器不需要保养,,,B,2（易）,5（好）
,B-C-A-015,B（单选题）,,无人机遥控设备的摇杆在日常维保中应该（）检查。,仅检查外观,无需检查摇杆,检查摇杆灵敏度和反应速度,摇杆可以在潮湿环境下使用,,,C,2（易）,5（好）
,B-C-A-015,C（判断题）,,遥控设备应定期检查信号强度和电池状况。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-015,C（判断题）,,遥控设备无需定期校准。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-016,B（单选题）,,（）不属于无人机机体日常维保的内容。,清洁机身,检查电池,更换发动机,测试信号强度,,,C,3（中）,5（好）
,B-C-A-016,B（单选题）,,无人机机体的螺丝在日常维保中应该（）检查。,仅检查紧固情况,无需检查螺丝,螺丝可以随意拧动,螺丝可以在潮湿环境下生锈,,,A,2（易）,5（好）
,B-C-A-016,B（单选题）,,无人机维护保养的高级技巧不包括（）。,遥控器信号优化,固件升级,飞行器姿态校准,复杂故障排查,,,B,3（中）,5（好）
,B-C-A-016,B（单选题）,,在无人机维护保养中，（）需要对无人机进行深度清洁。,每次飞行后,每周一次,在恶劣环境飞行后,每月一次,,,C,2（易）,5（好）
,B-C-A-016,C（判断题）,,无人机机体日常维保只需要清洁机身和检查电池。（）,正确,错误,,,,,B,3（中）,5（好）
,B-C-A-016,C（判断题）,,机体维护时可忽略防腐处理。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-017,B（单选题）,,在无人机螺旋桨的日常维保中，应该（）。,定期检查螺旋桨是否磨损、断裂或变形,不需要检查螺旋桨是否有裂纹或损伤,只需要定期清洗螺旋桨即可,不需要定期润滑螺旋桨,,,A,3（中）,5（好）
,B-C-A-017,B（单选题）,,（）不是无人机螺旋桨日常维保的内容。,检查螺旋桨的平衡性,清洗螺旋桨上的灰尘和污垢,更换损坏的螺旋桨叶片,调整螺旋桨的角度,,,D,4（较难）,5（好）
,B-C-A-017,B（单选题）,,无人机螺旋桨的日常维护中，（）是不正确的做法。,每次飞行后，检查螺旋桨是否有裂纹或损伤,若发现螺旋桨有轻微损伤，可在不影响飞行安全的情况下继续使用,定期清洁螺旋桨，避免灰尘积累 ,飞行前确认螺旋桨是否牢固固定 ,,,B,2（易）,5（好）
,B-C-A-017,B（单选题）,,在无人机螺旋桨的日常维保中，（）是最重要的。,飞行前的检查,飞行后的清洁 ,螺旋桨的定期更换 ,避免非授权人员操作无人机,,,A,3（中）,5（好）
,B-C-A-017,C（判断题）,,螺旋桨无需定期平衡校验。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-017,C（判断题）,,螺旋桨应定期检查是否静态平衡。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-018,B（单选题）,,无人机变焦镜头在不使用时，储存在（）的条件下。,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,A,3（中）,5（好）
,B-C-A-018,B（单选题）,,无人机变焦镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,C,2（易）,5（好）
,B-C-A-018,B（单选题）,,不属于无人机变焦镜头日常维保内容的是（）。,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,C,3（中）,5（好）
,B-C-A-018,B（单选题）,,无人机变焦镜头的保养中，正确的方法是（）。,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,C,2（易）,5（好）
,B-C-A-018,C（判断题）,,无人机变焦镜头的日常维保中，应定期使用压缩空气清洁镜头，以去除灰尘和杂质。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-018,C（判断题）,,日常维保变焦镜头时，应定期检查镜头的变焦功能是否顺畅，无卡顿现象。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-019,B（单选题）,,不属于无人机光电吊舱维保操作的是（）。,清理吊舱外壳,运动关节加注油脂,光学镜头拆卸检查,空速计校准,,,,,5（好）
,B-C-A-019,B（单选题）,,无人机光电吊舱在不使用时，储存在（）的条件下。,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,A,3（中）,3（中）
,B-C-A-019,B（单选题）,,无人机光电吊舱的镜片上出现灰尘或污渍时，处理的方式是（）。,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,C,2（易）,5（好）
,B-C-A-019,B（单选题）,,无人机光电吊舱的保养中，正确的方法是（）。,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,C,2（易）,3（中）
,B-C-A-019,C（判断题）,,在光电吊舱的日常维保中，应检查吊舱的固定螺丝是否松动，并及时紧固。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-019,C（判断题）,,在光电吊舱的维保中，可以使用湿布清洁吊舱的外表面。（）,正确,错误,,,,,B,3（中）,5（好）
,B-C-A-020,B（单选题）,,无人机五目镜头在不使用时，储存在（）的条件下。,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,A,3（中）,3（中）
,B-C-A-020,B（单选题）,,无人机五目镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,C,2（易）,5（好）
,B-C-A-020,B（单选题）,,不属于无人机五目镜头日常维保内容的是（）。,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,C,3（中）,5（好）
,B-C-A-020,B（单选题）,,无人机五目镜头的保养中，正确的方法是（）。,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,C,2（易）,5（好）
,B-C-A-020,C（判断题）,,五目镜头在不使用时，应将其暴露在直射阳光下存放，以防止镜头发霉。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-020,C（判断题）,,五目镜头的日常维保中，应避免使用任何有机溶剂，以免损坏镜头的镀膜。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-021,B（单选题）,,（）的情况下需要对无人机通讯设备进行维护。,飞行距离超过50公里,已经使用了1年,已经使用了3个月,当电池电量低于20%时,,,C,3（中）,5（好）
,B-C-A-021,B（单选题）,,（）不是无人机通讯设备的常见故障。,信号不稳定,设备无法开机,通讯延迟,通讯速度过快,,,D,3（中）,5（好）
,B-C-A-021,B（单选题）,,无人机通讯设备的发射功率在日常维保中应该（）检查。,无需检查，只需确保能够通讯即可,使用专业设备定期检测,发射功率越高越好,发射功率越低越好,,,B,3（中）,5（好）
,B-C-A-021,B（单选题）,,无人机通讯设备的接收机在日常维保中应该（）保养。,接收机无需保养,接收机可以在潮湿环境下使用,定期,接收机可以在强磁场附近放置,,,C,2（易）,5（好）
,B-C-A-021,C（判断题）,,通讯设备应定期检查天线和连接线路。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-021,C（判断题）,,通讯设备无需定期测试信号质量。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-022,B（单选题）,,无人机红外镜头在不使用时，储存在（）的条件下。,干燥阴凉环境,阳光直射的温暖环境,阴凉潮湿环境,不需要注意储存环境,,,A,3（中）,5（好）
,B-C-A-022,B（单选题）,,无人机红外镜头的镜片上出现灰尘或污渍时，处理的方式是（）。,直接用手擦拭,使用嘴吹,使用专用的镜头清洁刷轻轻刷去灰尘,用硬物刮除,,,C,2（易）,5（好）
,B-C-A-022,B（单选题）,,不属于无人机红外镜头日常维保内容的是（）。,镜头清洁,防尘处理,螺旋桨检查,镜头对焦检查,,,C,3（中）,5（好）
,B-C-A-022,B（单选题）,,无人机红外热像仪的保养中，正确的方法是（）。,使用化学物品清洁外壳和镜头,将热像仪暴露在化学物品中,避免接触化学物品，使用专用清洁剂,使用含有酒精的清洁剂清洁镜头,,,C,2（易）,5（好）
,B-C-A-022,C（判断题）,,红外镜头在不使用时应存放在湿度较高的环境中，以防止镜头发霉。（）,正确,错误,,,,,B,3（中）,5（好）
,B-C-A-022,C（判断题）,,红外镜头的日常维保不包括对镜头进行定期的校准和对焦。（）,正确,错误,,,,,B,3（中）,5（好）
,B-C-A-023,B（单选题）,,（）不是无人机激光雷达日常维保的内容。,清洁外壳,清洁镜片,检查线和连接器,使用激光雷达测距,,,D,2（易）,5（好）
,B-C-A-023,B（单选题）,,无人机激光雷达的存放条件错误的是（）。,避光无尘环境,阴凉干燥环境,阴凉潮湿环境,无毒无腐蚀环境,,,C,3（中）,5（好）
,B-C-A-023,B（单选题）,,无人机激光雷达的日常清洁保养错误的是（）。,定期使用软毛刷清理电气接口灰尘,激光探测窗口灰尘使用压缩空气或软毛刷清理,探测窗口污点使用酒精或专用清洁剂配合镜头清洁布擦拭,作业后立即用随身衣物哈气清洁,,,D,3（中）,5（好）
,B-C-A-023,B（单选题）,,不同情境下无人机激光雷达日常维保方法错误的是（）。,检查存放箱体时箱体放有干燥剂即可,航空运输后激光雷达在恒温干燥环境静置12~24小时后使用,在湿度高的外场环境作业后激光雷达在恒温干燥环境静置12~24小时后存放,在转场运输时激光雷达从无人机上拆下置于三防箱内运输,,,A,5（难）,5（好）
